anp_id,municipios_match,total_declaratorias_desastre,total_declaratorias_emergencia,poblacion_afectada_total,poblacion_atendida_total,costo_total_declaratorias_pesos,sectores_afectados,por_tipo_fenomeno,por_ano,eventos_detalle
playa_ria_lagartos,Río Lagartos; San Felipe; Tizimín,2,2,88282,88282,136308859.37,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 2D/2E,"2020: 2D/2E pob:88,282 $136.3M","[D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal) (pob:56,000 $96,266,968) | [E 2020] Yucatán: Inminente impacto del huracán Delta el 6 de octubre de 2020 (pob:32,282 $40,041,892)"
playa_tierra_colorada,Cuajinicuilapa,2,2,27252,27252,71583632.51,Carretero; Educativo; Hidráulico; Naval; Pesquero y Acuícola; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E,"2019: 1D/1E pob:17,351 $51.5M; 2020: 1D/1E pob:9,901 $20.1M","[D 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial del 28 al 29 de septiembre de 2019 | [D 2020] Guerrero: Lluvia severa, inundación pluvial e inundación fluvial ocurridas del 24 al 27 de | [E 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre de 2019 po (pob:17,351 $51,463,968) | [E 2020] Guerrero: Lluvia severa e inundación pluvial y fluvial del 24 al 27 de agosto de 2020 (TT  (pob:9,901 $20,119,664)"
playas_del_totonacapan,Cazones de Herrera; Gutiérrez Zamora; Papantla; Tecolutla,2,1,54928,54928,76614982.08,Carretero; Educativo; Forestal y de Viveros; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E,"2019: 1D/0E pob:0 $0.0M; 2021: 1D/1E pob:54,928 $76.6M","[D 2019] Veracruz: Sequía severa del 1 de mayo de 2019 al 30 de noviembre de 2019 | [D 2021] Veracruz: Huracán ""Grace"" (lluvia severa), inundación pluvial y fluvial del 20 al 24 deago | [E 2021] Veracruz: Inminente impacto del huracán ""Grace"" y Vientos fuertes entre el 20 y 21 de agos (pob:54,928 $76,614,982)"
region_de_calakmul,Bacalar; Calakmul; Campeche; Candelaria; Champotón; Escárcega; Hopelchén; José María Morelos; Othón P. Blanco; Tekax,5,5,178501,178501,350787906.92,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 5D/5E,"2019: 1D/0E pob:0 $0.0M; 2020: 4D/5E pob:178,501 $350.8M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 31 de mayo al 4 de junio de 2020 (T.T. Cr (pob:48,060 $116,670,503) | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal) (pob:56,000 $96,266,968) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020 (pob:39,912 $87,377,212)"
ria_celestun,Calkiní; Celestún,3,3,116456,116456,231909115.52,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 3D/3E,"2020: 3D/3E pob:116,456 $231.9M","[D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 31 de mayo al 4 de junio de 2020 (T.T. Cr (pob:48,060 $116,670,503) | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020 (pob:39,912 $87,377,212)"
ria_lagartos,Panabá; Río Lagartos; San Felipe; Tizimín,2,2,88282,88282,136308859.37,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 2D/2E,"2020: 2D/2E pob:88,282 $136.3M","[D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal) (pob:56,000 $96,266,968) | [E 2020] Yucatán: Inminente impacto del huracán Delta el 6 de octubre de 2020 (pob:32,282 $40,041,892)"
ricardo_flores_magon,San Miguel del Puerto; Santa María Huatulco,3,5,56109,56109,270032123.03,Carretero; Educativo; Hidráulico; Militar; Monumentos Arqueológicos; Naval; Naval y Turístico; Pesquero y Acuíola; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E; Geológico: 1D/2E; Incendio Forestal: 0D/1E,"2019: 1D/1E pob:5,507 $31.2M; 2020: 1D/2E pob:26,986 $162.4M; 2021: 0D/1E pob:0 $0.0M; 2022: 1D/1E pob:23,616 $76.5M","[D 2019] Oaxaca: Lluvia severa, inundación fluvial y pluvial ocurridas los días 28, 29 y 30 de se | [D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2019] Oaxaca: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el hur (pob:5,507 $31,196,865) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Movimiento de ladera los días 27 y 28 de agosto de 2020 (pob:861 $26,416,308) | [E 2021] Oaxaca: Incendios forestales del 23 de febrero al 5 de abril de 2021 (pob:0 $0) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
rio_bravo_del_norte,Ocampo; Ojinaga; Zaragoza,1,4,112769,112769,116351745.0,Hidráulico,Hidrometeorológico: 1D/4E,"2019: 0D/3E pob:72,837 $85.4M; 2020: 1D/0E pob:0 $0.0M; 2021: 0D/1E pob:39,932 $30.9M","[D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Chihuahua: Nevada severa del 29 al 30 de diciembre de 2018 (pob:64,751 $72,187,821) | [E 2019] Coahuila: Granizada severa el 17 de abril de 2019 (pob:1,124 $1,173,045) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422)"
selva_el_ocote,Berriozábal; Cintalapa; Copainalá; Jiquipilas; Mezcalapa; Ocozocoautla de Espinosa; Santa María Chimalapa; Tecpatán,10,10,428761,428761,748795936.94,Carretero; Carretero Rural; Carretero e Hidráulico; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 8D/6E; Geológico: 2D/1E; Incendio Forestal: 0D/3E,"2019: 1D/2E pob:193,003 $37.7M; 2020: 6D/6E pob:234,246 $669.4M; 2021: 0D/2E pob:1,512 $41.7M; 2022: 2D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Chiapas: Sequía severa ocurrida del 1 de diciembre del 2018 al 30 de noviembre del 2019 e | [D 2020] Chiapas: Lluvia severa el 3 de junio de 2020 en 7 municipios; lluvia severa el 3 de junio | [D 2020] Chiapas: Lluvia severa, inundación pluvial e inundación fluvial del 1 al 3 de octubre de  | [D 2020] Chiapas: Movimiento de ladera del 1 al 4 de octubre de 2020 | [D 2020] Chiapas: Lluvia severa el 5 y 6 de noviembre de 2020 | [D 2020] Chiapas: Inundación fluvial y pluvial el 5 y 6 de noviembre de 2020 | [D 2020] Chiapas: Movimiento de ladera del 5 al 6 de noviembre de 2020 | [D 2022] Chiapas: Lluvia severa, inundación pluvial e inundación fluvial del 20 al 22 de septiembr | [D 2022] Chiapas: Lluvia severa, inundación fluvial e inundación pluvial el 22 de noviembre de 202 | [D 2023] Chiapas: Lluvia severa, inundación fluvial e inundación pluvial el 10 y 11 de febrero de  | [E 2019] Chiapas: Incendios forestales del 15 al 26 de abril de 2020 (pob:181,437 $20,298,688) | [E 2019] Oaxaca: Incendios forestales del 26 de febrero al 22 de marzo y del 10 de abril al 5 de  (pob:11,566 $17,387,505) | [E 2020] Chiapas: Lluvia severa el 3 de junio de 2020 (T.T. Cristóbal) (pob:5,071 $85,930,497) | [E 2020] Chiapas: Lluvia severa e inundación fluvial y pluvial del 3 al 5 de junio de 2020 (T.T. C (pob:27,718 $150,598,707) | [E 2020] Chiapas: Lluvia severa e inundación pluvial y fluvial del 1 al 3 de octubre de 2020 (pob:39,223 $63,167,895) | [E 2020] Chiapas: Lluvia severa el 5 y 6 de noviembre de 2020 (pob:24,607 $88,181,600) | [E 2020] Chiapas: Inundación fluvial y pluvial los días 5 y 6 de noviembre de 2020 (pob:49,106 $140,234,700) | [E 2020] Chiapas: Movimiento de ladera del 5 al 6 de noviembre de 2020 (pob:88,521 $141,317,604) | [E 2021] Oaxaca: Incendio forestal del 01 de enero al 22 de febrero de 2021 (pob:997 $41,372,373) | [E 2021] Chiapas: Lluvia severa el 18 de marzo de 2021 (pob:515 $306,368)"
semidesierto_zacatecano,El Salvador; Galeana; Mazapil; Melchor Ocampo; Saltillo; Vanegas,2,5,44802,44802,28204141.43,Carretero; Deportivo; Educativo; Hidráulico; Residuos Sólidos; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 2D/4E; Incendio Forestal: 0D/1E,"2018: 0D/2E pob:5,477 $3.1M; 2019: 1D/0E pob:0 $0.0M; 2020: 1D/2E pob:37,912 $24.9M; 2021: 0D/1E pob:1,413 $0.2M","[D 2019] Nuevo León: Lluvia severa e inundación pluvial y fluvial el 4 de septiembre de 2019 | [D 2020] Nuevo León: Lluvia severa, inundación pluvial e inundación fluvial ocurridas los días 25, 26 | [E 2018] San Luis Potosí: Helada severa a partir del día 21 de diciembre de 2018 (pob:2,966 $1,678,819) | [E 2018] Zacatecas: Helada severa a partir del día 21 de diciembre de 2018 (pob:2,511 $1,421,155) | [E 2020] Coahuila: Lluvia severa el 26 de julio de 2020 (Huracán ""Hanna"") (pob:7,645 $21,651,050) | [E 2020] Nuevo León: Lluvia severa e inundación pluvial y fluvial del 24 al 27 de julio de 2020 (Hura (pob:30,267 $3,261,584) | [E 2021] Nuevo León: Incendio forestal del 13 de marzo al 2 de abril de 2021 (pob:1,413 $191,533)"
sian_kaan,Bacalar; Felipe Carrillo Puerto; Tulum,3,2,12452,12452,33365507.84,Carretero; Deportivo; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 3D/2E,"2019: 1D/0E pob:0 $0.0M; 2020: 2D/2E pob:12,452 $33.4M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
sierra_de_alamos_rio_cuchujaqui,Alamos; Chínipas,3,5,65827,65827,78763321.73,Carretero; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 3D/5E,"2018: 0D/1E pob:24,344 $16.2M; 2019: 1D/4E pob:41,483 $62.6M; 2020: 2D/0E pob:0 $0.0M","[D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2020] Sonora: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2018] Chihuahua: Helada severa a partir del día 21 de diciembre de 2018 (pob:24,344 $16,181,233) | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456)"
sierra_de_huautla,Atenango del Río; Buenavista de Cuéllar; Huitzuco de los Figueroa,0,1,241710,241710,29608218.0,,Incendio Forestal: 0D/1E,"2019: 0D/1E pob:241,710 $29.6M","[E 2019] Guerrero: Incendios forestales del 25 de abril al 13 de mayo de 2019 (pob:241,710 $29,608,218)"
sierra_de_manantlan,Autlán de Navarro; Casimiro Castillo; Comala; Cuautitlán de García Barragán; El Grullo; Minatitlán; San Gabriel,9,5,35555,35555,26317821.81,Artísticos e Históricos; Carretero; Cultura; Deportivo; Educativo; Forestal y de Viveros; Hidráulico; Monumentos Arqueológicos; Naval; Naval y Pesquero y Acuícola; Naval y Salud; Naval y Zonas Costeras; Pesquero y Acuícola; Vial Urbano y Vivienda,Hidrometeorológico: 7D/5E; Geológico: 2D/0E,"2019: 4D/3E pob:9,146 $14.5M; 2020: 1D/1E pob:19,958 $7.4M; 2021: 2D/1E pob:6,451 $4.4M; 2022: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Jalisco: Inundación fluvial el dos de junio de 2019 | [D 2019] Colima: Lluvia severa e inundación fluvial y pluvial del 18 al 19 de septiembre de 2019 | [D 2019] Jalisco: Huracán Lorena (lluvia severa) el 18 de septiembre de 2019 | [D 2019] Colima: Lluvia severa, inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 | [D 2020] Jalisco: Lluvia severa del 27 al 28 de agosto de 2020 en 5 municipios y vientos fuertes e | [D 2021] Colima: Huracán (lluvia severa), inundación fluvial y pluvial el 28 y el 29 de agosto de | [D 2021] Jalisco: Huracán (Lluvia severa), inundación fluvial y vientos fuertes el 28 y 29 de agos | [D 2022] Colima: Sismo magnitud 7.7 el 19 de septiembre de 2022 | [D 2023] Jalisco: Movimiento de ladera el 25 de septiembre de 2023 | [E 2019] Jalisco: Inundación fluvial el 2 de junio de 2019 (pob:2,189 $1,227,054) | [E 2019] Colima: Lluvia severa e inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 po (pob:1,741 $10,419,233) | [E 2019] Jalisco: Inundación fluvial y pluvial el 29 de septiembre de 2019 por huracán ""Narda"" (pob:5,216 $2,856,960) | [E 2020] Jalisco: Lluvia severa y vientos fuertes los días 27 y 28 de agosto de 2020 (pob:19,958 $7,421,919) | [E 2021] Jalisco: Huracán categoría 1 ""Nora"" (lluvia severa y vientos fuerte) e inundación fluvial (pob:6,451 $4,392,655)"
sierra_de_san_miguelito,Pinos,0,1,3266,3266,2168959.08,,Hidrometeorológico: 0D/1E,"2019: 0D/1E pob:3,266 $2.2M","[E 2019] Zacatecas: Lluvia severa e inundación pluvial los días 22, 23 y 24 de agosto de 2019 (pob:3,266 $2,168,959)"
sierra_de_tamaulipas,Aldama,0,1,600,600,11706338.97,,Hidrometeorológico: 0D/1E,2019: 0D/1E pob:600 $11.7M,"[E 2019] Tamaulipas: Lluvia severa e inundación fluvial el 23 de octubre de 2019 (pob:600 $11,706,339)"
sierra_gorda,La Misión; Pisaflores,1,0,0,0,0,Carretero; Educativo; Hidráulico y Salud,Hidrometeorológico: 1D/0E,2021: 1D/0E pob:0 $0.0M,"[D 2021] Hidalgo: Lluvia Severa, vientos fuertes e inundación pluvial y fluvial el 21 y 22 de agos"
sierra_la_laguna,La Paz; Los Cabos,6,6,24964,24964,85851878.61,Carretero; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Hidráulico y Naval; Naval; Naval y Turístico; Vial Urbano y Vivienda; y Naval,Hidrometeorológico: 6D/6E,"2019: 2D/4E pob:13,203 $56.0M; 2020: 0D/1E pob:3,724 $23.8M; 2021: 1D/1E pob:8,037 $6.0M; 2022: 2D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Baja California Sur: Huracán Lorena (Lluvia severa y vientos fuertes) el 20 de septiembre de 2019 | [D 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 | [D 2021] Baja California Sur: Inundación pluvial, lluvia severa y vientos fuertes el 9 y 10 de septiembre de 2 | [D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2022] Baja California Sur: Lluvia severa, vientos fuertes e inundación fluvial del 7 al 9 de septiembre de  | [D 2023] Baja California Sur: Lluvia severa, inundación fluvial y pluvial y vientos fuertes del 20 al 22 de oc | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial los días 22 y 23 de agosto de 2019 (pob:4,013 $10,960,255) | [E 2019] Baja California Sur: Lluvia severa y vientos fuertes el 20 de septiembre de 2019 por el huracán ""Lore (pob:2,849 $13,332,330) | [E 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 (pob:3,724 $18,603,215) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2020 (Huracán Genevieve) (pob:3,724 $23,831,993) | [E 2021] Baja California Sur: Ciclón tropical ""Olaf"" (lluvia severa y vientos fuertes) e inundación pluvial de (pob:8,037 $6,025,315)"
sierra_tecuani,Atoyac de Álvarez; Coyuca de Catalán; Petatlán; Técpan de Galeana,5,5,287982,287982,126052774.73,Carretero; Educativo; Hidráulico; Hidráulico y Naval; Monumentos Arqueológicos y Naval; Naval; Naval y Turístico; Pesquero y Acuícola; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 4D/4E; Geológico: 1D/0E; Incendio Forestal: 0D/1E,"2019: 1D/2E pob:259,061 $81.1M; 2020: 1D/1E pob:9,901 $20.1M; 2021: 2D/1E pob:7,020 $14.1M; 2023: 1D/1E pob:12,000 $10.8M","[D 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial del 28 al 29 de septiembre de 2019 | [D 2020] Guerrero: Lluvia severa, inundación pluvial e inundación fluvial ocurridas del 24 al 27 de | [D 2021] Guerrero: Sismo con magnitud 7.1 el 7 de septiembre de 2021 | [D 2021] Guerrero: Lluvia severa, vientos fuertes, inundación fluvial e inundación pluvial del24 al | [D 2023] Guerrero: Lluvia severa, inundación fluvial y pluvial del 9 al 11 de octubre de 2023 | [E 2019] Guerrero: Incendios forestales del 25 de abril al 13 de mayo de 2019 (pob:241,710 $29,608,218) | [E 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre de 2019 po (pob:17,351 $51,463,968) | [E 2020] Guerrero: Lluvia severa e inundación pluvial y fluvial del 24 al 27 de agosto de 2020 (TT  (pob:9,901 $20,119,664) | [E 2021] Guerrero: Lluvia severa, vientos fuertes e inundación fluvial y pluvial los días 24 y 25 d (pob:7,020 $14,104,004) | [E 2023] Guerrero: Lluvia severa ocurrida el 09 de octubre de 2023 (pob:12,000 $10,756,920)"
sistema_arrecifal_lobos_tuxpan,Tamiahua; Tuxpan,1,2,58228,58228,79728720.48,Carretero; Educativo; Forestal y de Viveros; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 1D/2E,"2019: 0D/1E pob:3,300 $3.1M; 2021: 1D/1E pob:54,928 $76.6M","[D 2021] Veracruz: Huracán ""Grace"" (lluvia severa), inundación pluvial y fluvial del 20 al 24 deago | [E 2019] Veracruz: Lluvia severa e inundación pluvial los días 31 de octubre, 2 y 3 de noviembre de (pob:3,300 $3,113,738) | [E 2021] Veracruz: Inminente impacto del huracán ""Grace"" y Vientos fuertes entre el 20 y 21 de agos (pob:54,928 $76,614,982)"
sistema_arrecifal_veracruzano,Alvarado; Boca del Río; Jamapa; Medellín de Bravo; Veracruz,3,0,0,0,0,Carretero; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 3D/0E,2019: 1D/0E pob:0 $0.0M; 2022: 1D/0E pob:0 $0.0M; 2024: 1D/0E pob:0 $0.0M,"[D 2019] Veracruz: Sequía severa del 1 de mayo de 2019 al 30 de noviembre de 2019 | [D 2022] Veracruz: Lluvia severa, inundación pluvial e inundación fluvial del 10 al 26 de septiembr | [D 2024] Veracruz: Lluvia severa, inundación pluvial e inundación fluvial del 19 al 21 de octubre d"
tangolunda,Santa María Huatulco,3,4,56109,56109,270032123.03,Carretero; Educativo; Hidráulico; Militar; Monumentos Arqueológicos; Naval; Naval y Turístico; Pesquero y Acuíola; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E; Geológico: 1D/2E,"2019: 1D/1E pob:5,507 $31.2M; 2020: 1D/2E pob:26,986 $162.4M; 2022: 1D/1E pob:23,616 $76.5M","[D 2019] Oaxaca: Lluvia severa, inundación fluvial y pluvial ocurridas los días 28, 29 y 30 de se | [D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2019] Oaxaca: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el hur (pob:5,507 $31,196,865) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Movimiento de ladera los días 27 y 28 de agosto de 2020 (pob:861 $26,416,308) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
tehuacan_cuicatlan,Ajalpan; Amatlán de los Reyes; Huautla de Jiménez; Nogales; Paso del Macho; Santiago Miahuatlán; Tehuipango; Tlacotepec de Benito Juárez; Zongolica,10,4,69735,69735,100031838.44,Carretero; Carretero y Educativo; Educativo; Educativo e Hidráulico; Forestal y de Viveros; Hidráulico; Hidráulico y Salud; Hidráulico y Vial Urbano; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 7D/4E; Geológico: 3D/0E,"2019: 1D/0E pob:0 $0.0M; 2020: 1D/1E pob:853 $2.8M; 2021: 3D/2E pob:62,882 $97.2M; 2022: 2D/0E pob:0 $0.0M; 2023: 2D/1E pob:6,000 $0.0M; 2024: 1D/0E pob:0 $0.0M","[D 2019] Veracruz: Sequía severa del 1 de mayo de 2019 al 30 de noviembre de 2019 | [D 2020] Oaxaca: Lluvia severa, inundación pluvial e inundación fluvial del 27 al 28 de agosto de | [D 2021] Puebla: Huracán ""Grace"" categoría 2 (lluvia severa) el 21 de agosto de 2021 | [D 2021] Veracruz: Huracán ""Grace"" (lluvia severa), inundación pluvial y fluvial del 20 al 24 deago | [D 2021] Veracruz: Movimiento de ladera del 20 al 24 de agosto del 2021 | [D 2022] Veracruz: Movimiento de ladera del 20 al 23 de junio de 2022 | [D 2022] Veracruz: Lluvia severa, inundación pluvial y fluvial del 21 al 23 de junio de 2022 | [D 2023] Veracruz: Movimiento de ladera del 3 al 7 de agosto de 2023 | [D 2023] Veracruz: Lluvia severa e inundación pluvial del 3 al 4 de agosto de 2023 | [D 2024] Veracruz: Lluvia severa, inundación pluvial e inundación fluvial del 19 al 21 de octubre d | [E 2020] Oaxaca: Lluvia severa el 11 de julio de 2020 (pob:853 $2,802,180) | [E 2021] Veracruz: Lluvia severa, inundación fluvial y pluvial y movimiento de ladera del 20 al 23  (pob:28,153 $67,302,182) | [E 2021] Puebla: Huracán categoría 2 ""Grace"" (lluvia severa) e inundación fluvial los días 21 y 2 (pob:34,729 $29,927,476) | [E 2023] Veracruz: Lluvia severa e inundación fluvial y/o pluvial ocurrida el 3 de agosto de 2023 (pob:6,000 $0)"
tiburon_ballena,Isla Mujeres; Lázaro Cárdenas,2,1,20308,20308,29241840.28,Deportivo; Educativo; Hidráulico; Naval; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E,"2019: 1D/0E pob:0 $0.0M; 2020: 1D/1E pob:20,308 $29.2M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Huracán Delta (lluvia severa y vientos fuertes) los días 5 y 6 de octubre de 202 | [E 2020] Quintana Roo: Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020 (pob:20,308 $29,241,840)"
tula,Tula de Allende,1,1,14722,14722,6896499.26,Carretero; Cultura; Educativo; Hidráulico y Salud,Hidrometeorológico: 1D/1E,"2021: 1D/1E pob:14,722 $6.9M","[D 2021] Hidalgo: Inundación fluvial y lluvia severa del 6 al 8 de septiembre de 2021 | [E 2021] Hidalgo: Lluvia severa e inundación fluvial del 6 al 8 de septiembre de 2021 (pob:14,722 $6,896,499)"
tulum,Tulum,2,1,6407,6407,10753684.24,Deportivo; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E,"2019: 1D/0E pob:0 $0.0M; 2020: 1D/1E pob:6,407 $10.8M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
