anp_id,municipios_match,total_declaratorias_desastre,total_declaratorias_emergencia,poblacion_afectada_total,poblacion_atendida_total,costo_total_declaratorias_pesos,sectores_afectados,por_tipo_fenomeno,por_ano,eventos_detalle
alto_golfo_de_california_y_delta_del_rio_colorado,Mexicali; Puerto Peñasco; San Luis Río Colorado,3,5,49075,49075,74685266.83,Carretero; Educativo; Educativo y Naval; Hidráulico; Naval; Naval y Pesquero; Vial Urbano y Vivienda,Hidrometeorológico: 3D/5E,"2019: 1D/4E pob:46,592 $72.8M; 2020: 0D/1E pob:2,483 $1.9M; 2022: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sonora: Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Fr (pob:12,071 $22,274,732) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2020] Sonora: Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 d (pob:2,483 $1,870,902)"
arrecife_de_puerto_morelos,Benito Juárez; Puerto Morelos,3,2,26715,26715,39995524.52,Deportivo; Educativo; Hidráulico; Naval; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 3D/2E,"2019: 1D/0E pob:0 $0.0M; 2020: 2D/2E pob:26,715 $40.0M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Huracán Delta (lluvia severa y vientos fuertes) los días 5 y 6 de octubre de 202 | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020 (pob:20,308 $29,241,840) | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
arrecifes_de_cozumel,Cozumel,2,2,26715,26715,39995524.52,Deportivo; Educativo; Naval; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E,"2020: 2D/2E pob:26,715 $40.0M","[D 2020] Quintana Roo: Huracán Delta (lluvia severa y vientos fuertes) los días 5 y 6 de octubre de 202 | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020 (pob:20,308 $29,241,840) | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
arrecifes_de_sian_kaan,Felipe Carrillo Puerto; Tulum,3,2,12452,12452,33365507.84,Carretero; Deportivo; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 3D/2E,"2019: 1D/0E pob:0 $0.0M; 2020: 2D/2E pob:12,452 $33.4M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
arrecifes_de_xcalak,Othón P. Blanco,2,1,6045,6045,22611823.6,Carretero; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E,"2019: 1D/0E pob:0 $0.0M; 2020: 1D/1E pob:6,045 $22.6M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824)"
bahia_de_loreto,Loreto,2,0,0,0,0,Carretero; Deportivo; Educativo; Hidráulico; Naval,Hidrometeorológico: 2D/0E,2020: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M,[D 2020] Baja California Sur: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2023] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2023
bajos_de_coyula,Santa María Huatulco,3,4,56109,56109,270032123.03,Carretero; Educativo; Hidráulico; Militar; Monumentos Arqueológicos; Naval; Naval y Turístico; Pesquero y Acuíola; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E; Geológico: 1D/2E,"2019: 1D/1E pob:5,507 $31.2M; 2020: 1D/2E pob:26,986 $162.4M; 2022: 1D/1E pob:23,616 $76.5M","[D 2019] Oaxaca: Lluvia severa, inundación fluvial y pluvial ocurridas los días 28, 29 y 30 de se | [D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2019] Oaxaca: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el hur (pob:5,507 $31,196,865) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Movimiento de ladera los días 27 y 28 de agosto de 2020 (pob:861 $26,416,308) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
balaan_kaax,Bacalar; Hopelchén; José María Morelos; Tekax,5,5,178501,178501,350787906.92,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 5D/5E,"2019: 1D/0E pob:0 $0.0M; 2020: 4D/5E pob:178,501 $350.8M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 31 de mayo al 4 de junio de 2020 (T.T. Cr (pob:48,060 $116,670,503) | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal) (pob:56,000 $96,266,968) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020 (pob:39,912 $87,377,212)"
balam_kin,Calakmul; Escárcega; Hopelchén,1,1,28484,28484,27861400.86,Carretero; Deportivo; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 1D/1E,"2020: 1D/1E pob:28,484 $27.9M","[D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401)"
balam_ku,Calakmul; Escárcega,1,1,28484,28484,27861400.86,Carretero; Deportivo; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 1D/1E,"2020: 1D/1E pob:28,484 $27.9M","[D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401)"
balandra,La Paz,6,5,20951,20951,74891623.49,Carretero; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Hidráulico y Naval; Naval; Naval y Turístico; Vial Urbano y Vivienda; y Naval,Hidrometeorológico: 6D/5E,"2019: 2D/3E pob:9,190 $45.0M; 2020: 0D/1E pob:3,724 $23.8M; 2021: 1D/1E pob:8,037 $6.0M; 2022: 2D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Baja California Sur: Huracán Lorena (Lluvia severa y vientos fuertes) el 20 de septiembre de 2019 | [D 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 | [D 2021] Baja California Sur: Inundación pluvial, lluvia severa y vientos fuertes el 9 y 10 de septiembre de 2 | [D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2022] Baja California Sur: Lluvia severa, vientos fuertes e inundación fluvial del 7 al 9 de septiembre de  | [D 2023] Baja California Sur: Lluvia severa, inundación fluvial y pluvial y vientos fuertes del 20 al 22 de oc | [E 2019] Baja California Sur: Lluvia severa y vientos fuertes el 20 de septiembre de 2019 por el huracán ""Lore (pob:2,849 $13,332,330) | [E 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 (pob:3,724 $18,603,215) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2020 (Huracán Genevieve) (pob:3,724 $23,831,993) | [E 2021] Baja California Sur: Ciclón tropical ""Olaf"" (lluvia severa y vientos fuertes) e inundación pluvial de (pob:8,037 $6,025,315)"
barra_de_la_cruz_playa_grande,San Pedro Huamelula,2,5,51940,51940,231050564.8,Carretero; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Naval y Turístico; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 1D/3E; Geológico: 1D/1E; Incendio Forestal: 0D/1E,"2020: 1D/3E pob:27,471 $153.9M; 2021: 0D/1E pob:853 $0.6M; 2022: 1D/1E pob:23,616 $76.5M","[D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2020] Oaxaca: Incendio forestal del 31 de marzo al 1 de abril de 2020 (pob:133 $47,861) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Lluvia severa e inundación pluvial del 23 al 25 de agosto de 2020 (pob:1,213 $17,936,769) | [E 2021] Oaxaca: Helada severa del 02 al 22 de febrero de 2021 (pob:853 $646,985) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
barranca_de_metztitlan,Actopan; Agua Blanca de Iturbide; Huayacocotla; Ilamatlán; Metztitlán; Molango de Escamilla; Texcatepec; Tianguistengo; Xochicoatlán; Zacualtipán de Ángeles; Zontecomatlán de López y Fuentes,5,1,28153,28153,67302182.06,Carretero; Educativo; Forestal y de Viveros; Hidráulico; Hidráulico y Salud; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 4D/1E; Geológico: 1D/0E,"2019: 1D/0E pob:0 $0.0M; 2021: 3D/1E pob:28,153 $67.3M; 2024: 1D/0E pob:0 $0.0M","[D 2019] Veracruz: Sequía severa del 1 de mayo de 2019 al 30 de noviembre de 2019 | [D 2021] Hidalgo: Lluvia Severa, vientos fuertes e inundación pluvial y fluvial el 21 y 22 de agos | [D 2021] Veracruz: Huracán ""Grace"" (lluvia severa), inundación pluvial y fluvial del 20 al 24 deago | [D 2021] Veracruz: Movimiento de ladera del 20 al 24 de agosto del 2021 | [D 2024] Veracruz: Lluvia severa, inundación pluvial e inundación fluvial del 19 al 21 de octubre d | [E 2021] Veracruz: Lluvia severa, inundación fluvial y pluvial y movimiento de ladera del 20 al 23  (pob:28,153 $67,302,182)"
bavispe,Agua Prieta; Arizpe; Bacadéhuachi; Bacoachi; Cananea; Cumpas; Fronteras; Granados; Huachinera; Huásabas; Moctezuma; Nacozari de García; Villa Hidalgo,2,8,60520,60520,90114539.85,Carretero; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 2D/8E,"2019: 1D/5E pob:48,491 $74.4M; 2020: 1D/2E pob:6,029 $7.6M; 2021: 0D/1E pob:6,000 $8.1M","[D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2020] Sonora: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sonora: Inundación fluvial y pluvial el 8 de septiembre de 2019 (pob:1,899 $1,543,595) | [E 2019] Sonora: Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Fr (pob:12,071 $22,274,732) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2020] Sonora: Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 d (pob:2,483 $1,870,902) | [E 2020] Sonora: Lluvia severa e inundación fluvial del 12 al 20 de marzo de 2020 (pob:3,546 $5,765,746) | [E 2021] Sonora: Inundación pluvial el 22 de julio de 2021 (pob:6,000 $8,119,932)"
benito_juarez,Oaxaca de Juárez; Santa Catarina Ixtepeji,1,2,27122,27122,177334673.76,Carretero; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Salud; Turístico; Vial Urbano y Vivienda,Geológico: 1D/1E; Incendio Forestal: 0D/1E,"2020: 1D/1E pob:26,125 $136.0M; 2021: 0D/1E pob:997 $41.4M","[D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2021] Oaxaca: Incendio forestal del 01 de enero al 22 de febrero de 2021 (pob:997 $41,372,373)"
bosencheve,San José del Rincón; Villa Victoria; Villa de Allende,0,1,42777,42777,24287748.39,,Hidrometeorológico: 0D/1E,"2018: 0D/1E pob:42,777 $24.3M","[E 2018] Estado de México: Helada severa a partir del día 21 de diciembre de 2018 (pob:42,777 $24,287,748)"
cabo_pulmo,Los Cabos,5,6,24964,24964,85851878.61,Carretero; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Naval; Naval y Turístico; Vial Urbano y Vivienda; y Naval,Hidrometeorológico: 5D/6E,"2019: 2D/4E pob:13,203 $56.0M; 2020: 0D/1E pob:3,724 $23.8M; 2021: 1D/1E pob:8,037 $6.0M; 2022: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Baja California Sur: Huracán Lorena (Lluvia severa y vientos fuertes) el 20 de septiembre de 2019 | [D 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 | [D 2021] Baja California Sur: Inundación pluvial, lluvia severa y vientos fuertes el 9 y 10 de septiembre de 2 | [D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2023] Baja California Sur: Lluvia severa, inundación fluvial y pluvial y vientos fuertes del 20 al 22 de oc | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial los días 22 y 23 de agosto de 2019 (pob:4,013 $10,960,255) | [E 2019] Baja California Sur: Lluvia severa y vientos fuertes el 20 de septiembre de 2019 por el huracán ""Lore (pob:2,849 $13,332,330) | [E 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 (pob:3,724 $18,603,215) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2020 (Huracán Genevieve) (pob:3,724 $23,831,993) | [E 2021] Baja California Sur: Ciclón tropical ""Olaf"" (lluvia severa y vientos fuertes) e inundación pluvial de (pob:8,037 $6,025,315)"
calakmul,Calakmul; Escárcega; Hopelchén; Othón P. Blanco,3,2,34529,34529,50473224.46,Carretero; Deportivo; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 3D/2E,"2019: 1D/0E pob:0 $0.0M; 2020: 2D/2E pob:34,529 $50.5M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Campeche: Lluvia severa ocurrida del 30 de mayo al 5 de junio de 2020 | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Campeche: Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal) (pob:28,484 $27,861,401)"
campo_verde,Casas Grandes; Huachinera; Madera; Nácori Chico,3,9,164266,164266,195629712.7,Carretero; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 3D/9E,"2019: 1D/6E pob:118,305 $157.0M; 2020: 2D/2E pob:6,029 $7.6M; 2021: 0D/1E pob:39,932 $30.9M","[D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2020] Sonora: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Chihuahua: Nevada severa del 29 al 30 de diciembre de 2018 (pob:64,751 $72,187,821) | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sonora: Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Fr (pob:12,071 $22,274,732) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456) | [E 2020] Sonora: Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 d (pob:2,483 $1,870,902) | [E 2020] Sonora: Lluvia severa e inundación fluvial del 12 al 20 de marzo de 2020 (pob:3,546 $5,765,746) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422)"
canoas,Armería; Coquimatlán; Manzanillo; Minatitlán,5,2,4822,4822,11868457.7,Artísticos e Históricos; Carretero; Cultura; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Naval y Salud; Naval y Zonas Costeras; Pesquero y Acuícola; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 4D/2E; Geológico: 1D/0E,"2019: 2D/1E pob:1,741 $10.4M; 2020: 1D/1E pob:3,081 $1.4M; 2021: 1D/0E pob:0 $0.0M; 2022: 1D/0E pob:0 $0.0M","[D 2019] Colima: Lluvia severa e inundación fluvial y pluvial del 18 al 19 de septiembre de 2019 | [D 2019] Colima: Lluvia severa, inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 | [D 2020] Colima: Lluvia severa e inundación fluvial e inundación pluvial del 26 al 28 de agosto d | [D 2021] Colima: Huracán (lluvia severa), inundación fluvial y pluvial el 28 y el 29 de agosto de | [D 2022] Colima: Sismo magnitud 7.7 el 19 de septiembre de 2022 | [E 2019] Colima: Lluvia severa e inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 po (pob:1,741 $10,419,233) | [E 2020] Colima: Lluvia severa e inundación pluvial y fluvial del 26 al 28 de agosto de 2020 (pob:3,081 $1,449,225)"
canon_de_santa_elena,Ocampo; Ojinaga,1,3,111645,111645,115178700.07,Hidráulico,Hidrometeorológico: 1D/3E,"2019: 0D/2E pob:71,713 $84.2M; 2020: 1D/0E pob:0 $0.0M; 2021: 0D/1E pob:39,932 $30.9M","[D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Chihuahua: Nevada severa del 29 al 30 de diciembre de 2018 (pob:64,751 $72,187,821) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422)"
canon_del_rio_blanco,Acultzingo; Atlahuilco; Nogales; Soledad Atzompa; Tequila; Zongolica,8,1,6000,6000,0.0,Carretero; Carretero y Educativo; Educativo; Educativo e Hidráulico; Forestal y de Viveros; Hidráulico; Hidráulico y Vial Urbano; Naval; Vial Urbano y Vivienda; sin dato,Hidrometeorológico: 4D/1E; Geológico: 4D/0E,"2019: 1D/0E pob:0 $0.0M; 2021: 1D/0E pob:0 $0.0M; 2022: 3D/0E pob:0 $0.0M; 2023: 2D/1E pob:6,000 $0.0M; 2024: 1D/0E pob:0 $0.0M","[D 2019] Veracruz: Movimiento de ladera el 23 de agosto de 2019 | [D 2021] Veracruz: Huracán ""Grace"" (lluvia severa), inundación pluvial y fluvial del 20 al 24 deago | [D 2022] Veracruz: Movimiento de ladera del 20 al 23 de junio de 2022 | [D 2022] Veracruz: Lluvia severa, inundación pluvial y fluvial del 21 al 23 de junio de 2022 | [D 2022] Veracruz: Movimiento de ladera del 26 al 28 de julio de 2022 | [D 2023] Veracruz: Movimiento de ladera del 3 al 7 de agosto de 2023 | [D 2023] Veracruz: Lluvia severa e inundación pluvial del 3 al 4 de agosto de 2023 | [D 2024] Veracruz: Lluvia severa, inundación pluvial e inundación fluvial del 19 al 21 de octubre d | [E 2023] Veracruz: Lluvia severa e inundación fluvial y/o pluvial ocurrida el 3 de agosto de 2023 (pob:6,000 $0)"
canon_del_sumidero,Chiapa de Corzo; Tuxtla Gutiérrez,0,3,187837,187837,146886879.28,,Hidrometeorológico: 0D/2E; Incendio Forestal: 0D/1E,"2019: 0D/1E pob:181,437 $20.3M; 2020: 0D/2E pob:6,400 $126.6M","[E 2019] Chiapas: Incendios forestales del 15 al 26 de abril de 2020 (pob:181,437 $20,298,688) | [E 2020] Chiapas: Lluvia severa el 3 de junio de 2020 (T.T. Cristóbal) (pob:5,071 $85,930,497) | [E 2020] Chiapas: Tornado y vientos fuertes el 15 de julio de 2020 (pob:1,329 $40,657,695)"
canon_del_usumacinta,Palenque; Tenosique,3,2,69979,69979,180408316.84,Carretero; Carretero Rural; Educativo; Hidráulico; Naval; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 3D/2E,"2019: 1D/0E pob:0 $0.0M; 2020: 2D/2E pob:69,979 $180.4M","[D 2019] Chiapas: Sequía severa ocurrida del 1 de diciembre del 2018 al 30 de noviembre del 2019 e | [D 2020] Chiapas: Inundación fluvial y pluvial el 5 y 6 de noviembre de 2020 | [D 2020] Tabasco: Inundación fluvial el 10 de noviembre de 2020 | [E 2020] Chiapas: Inundación fluvial y pluvial los días 5 y 6 de noviembre de 2020 (pob:49,106 $140,234,700) | [E 2020] Tabasco: Inundación fluvial del 7 al 11 de noviembre de 2020 (pob:20,873 $40,173,616)"
caribe_mexicano,Bacalar; Benito Juárez; Chemax; Cozumel; Felipe Carrillo Puerto; Isla Mujeres; Lázaro Cárdenas; Othón P. Blanco; Puerto Morelos; Solidaridad; Tizimín; Tulum,6,5,128672,128672,246251527.7,Carretero; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval; Pesquero y Acuícola; Residuos Sólidos; Salud; Turístico; Vial Urbano; Vial Urbano y Vivienda; Vivienda y Zonas Costeras,Hidrometeorológico: 6D/5E,"2019: 1D/0E pob:0 $0.0M; 2020: 5D/5E pob:128,672 $246.3M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Inundación pluvial ocurrida del 3 al 5 de junio de 2020 | [D 2020] Yucatán: Lluvia severa del 31 de mayo al 5 de junio de 2020 e inundación pluvial del 31 d | [D 2020] Quintana Roo: Huracán Delta (lluvia severa y vientos fuertes) los días 5 y 6 de octubre de 202 | [D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [D 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 | [E 2020] Quintana Roo: Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal) (pob:6,045 $22,611,824) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 7 de junio de 2020 (T.T. Cristóbal) (pob:56,000 $96,266,968) | [E 2020] Quintana Roo: Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020 (pob:20,308 $29,241,840) | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020 (pob:39,912 $87,377,212) | [E 2020] Quintana Roo: Lluvia severa el 26 de octubre de 2020 (pob:6,407 $10,753,684)"
carmen_serdan,Xicotepec,1,1,34729,34729,29927476.47,Carretero; Educativo; Hidráulico y Salud,Hidrometeorológico: 1D/1E,"2021: 1D/1E pob:34,729 $29.9M","[D 2021] Puebla: Huracán ""Grace"" categoría 2 (lluvia severa) el 21 de agosto de 2021 | [E 2021] Puebla: Huracán categoría 2 ""Grace"" (lluvia severa) e inundación fluvial los días 21 y 2 (pob:34,729 $29,927,476)"
cascada_de_agua_azul,Chilón; Salto de Agua; Tumbalá,5,3,112936,112936,291584195.08,Carretero; Carretero Rural; Educativo; Hidráulico; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 4D/3E; Geológico: 1D/0E,"2019: 1D/0E pob:0 $0.0M; 2020: 4D/3E pob:112,936 $291.6M","[D 2019] Chiapas: Sequía severa ocurrida del 1 de diciembre del 2018 al 30 de noviembre del 2019 e | [D 2020] Chiapas: Lluvia severa, inundación pluvial e inundación fluvial del 1 al 3 de octubre de  | [D 2020] Chiapas: Movimiento de ladera del 1 al 4 de octubre de 2020 | [D 2020] Chiapas: Lluvia severa el 5 y 6 de noviembre de 2020 | [D 2020] Chiapas: Inundación fluvial y pluvial el 5 y 6 de noviembre de 2020 | [E 2020] Chiapas: Lluvia severa e inundación pluvial y fluvial del 1 al 3 de octubre de 2020 (pob:39,223 $63,167,895) | [E 2020] Chiapas: Lluvia severa el 5 y 6 de noviembre de 2020 (pob:24,607 $88,181,600) | [E 2020] Chiapas: Inundación fluvial y pluvial los días 5 y 6 de noviembre de 2020 (pob:49,106 $140,234,700)"
